X,Y,OBJECTID,REF_NUM,DATE_REV,EVENT_DATE,TRUE_SINK,LONGDD,LATDD,COUNTY,TWNSHP,TWNSHP_D,RANGE,RANGE_D,SECTION,QTRSECT1,QTRSECT2,ACCURACY,RPT_SOURCE,RPT_NAME,OCITY,OZIP,SIZDIM,SINSHAPE,SINLNGTH,SINWIDTH,SINDEPTH,SLOPE,WATSIN,WATBLS,LIMVIS,CAVVIS,SUBRATE,PROPDAM,REPAIR_S,DRAINSTR,SOILTYPE,COMMENTS,COMMENTS_2,ACCESS_
-82.2979323923848,29.1804515707237,1744,36-542,2016/09/16 00:00:00+00,1970/01/01 00:00:00+00,U,-82.2979,29.1804,MARION,15,S,20,E,15,SW,SW,QTR1,FSRI,,OCALA,32674,E,C,5,5,,90,U,,U,U,R,Y,Unknown,Unknown,UNKNOWN,NEARBY CAVE ON PROPERTY. . . . . . .,Moved slightly on the property to match location with paper map,"6 MILES WEST OF I-75                             I- 75. ON SR 40, SINKHOLE JUST SOUTH OF 40 ON DOUBLE. DIAMOND FARM"
-82.5304416700728,28.5352861100624,1745,08-101,2016/08/26 00:00:00+00,2001/07/02 00:00:00+00,U,-82.53043823,28.5352808,HERNANDO,22,S,18,E,29,SW,SW,QTR1,,,BROOKSVILLE,34613,M,E,8,6,4,,N,,N,N,U,N,Unknown,Unknown,UNKNOWN,"OCCURRED AT FAIRLANE AVENUE. 5 HOLES TOTAL (4 ARE SMALLER). 1) 5'X6""X3' 2)3'X7""X2' 3)3'X7""X3' 4)3'X7""X2'. END. . . .","No paper record, currently fits all available location info, location not moved",. .
-82.7166666696878,28.2666666703871,1746,14-515,2016/02/24 00:00:00+00,1981/08/29 00:00:00+00,U,-82.71666318,28.26666143,PASCO,25,S,16,E,32,SE,NE,TWNRNG,FSRI,,,,E,U,12,12,6,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,Bad location description. Address does not exist. Street name listed incorrectly.,203 SEA SHARE DRIVE. PORT RICHEY. FLORIDA
-82.0906828446184,28.8522443436445,1747,18-011,2015/11/24 00:00:00+00,2001/09/20 00:00:00+00,U,-82.09067952,28.85223894,SUMTER,19,S,22,E,10,NE,SE,PARCEL,,,,,U,U,8,8,2.5,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,I-75 Northbound ditch ~447' N of mile marker 331.1.,,I-75
-82.2068542565321,27.7047611588589,1748,10-1123,2016/12/29 00:00:00+00,2016/09/13 00:00:00+00,U,-82.20691,27.704773,HILLSBOROUGH,32,S,21,E,16,NE,NE,UNKWN,"Charles Hernandez, FDOT",FL 674 Sinkhole ,,,U,E,6,4,,,U,,U,U,U,Y,Unknown,Unknown,,Road Damaged ,,
-82.3866457858183,29.3396887500541,1749,36-011,2016/01/22 00:00:00+00,1974/04/24 00:00:00+00,U,-82.3866,29.3397,MARION,13,S,19,E,23,SW,NW,SECTION,,,,,E,C,6,6,6,,N,,U,U,U,U,Unknown,Unknown,ROCK,,,"ROAD 500, DITCH BOTTOM. ."
-82.6150000003297,29.6355555599821,1750,26-028,2015/02/18 00:00:00+00,1997/12/18 00:00:00+00,U,-82.61499649,29.63554999,ALACHUA,10,S,17,E,9,NE,NW,PARCEL,FGS  ,,NEWBERRY,,E,U,,,15,,N,,U,U,U,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,,. .
-82.0796349994877,29.3436916701792,1751,36-709,2015/12/03 00:00:00+00,2007/02/07 00:00:00+00,U,-82.07963166,29.34368615,MARION,13,S,22,E,23,NW,SE,PARCEL,,,,,E,U,4,,2.5,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,#SWP070207-802. CALL PLACED TO MARION CO EM. SINKHOLE OPENING IN MEADOWBROOK ESTATES. APPROX 4 FT WIDE AND 2.5 FT DEEP. DAMAGE/EFFECTS UNKNOWN.,,
-82.5025928367279,28.1189697984736,1752,10-1121,2016/09/27 00:00:00+00,2015/12/02 00:00:00+00,U,-82.50259,28.118964,HILLSBOROUGH,27,S,18,E,21,NE,SE,PARCEL,Paul Siddall Region 4 Coordinator,N. Dale mabry Highway Sinkhole,Lutz,,M,C,6,6,90,,Y,,U,U,U,U,Unknown,Unknown,,,,
-81.8292698163433,28.6151973836972,1753,11-017,2016/01/21 00:00:00+00,1994/06/14 00:00:00+00,U,-81.82926657,28.61519203,LAKE,21,S,25,E,32,,,SECTION,,,,,E,C,7,7,5,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,"U.S. 19, 4MILES NORTH OF GROVELAND. SOUTHBOUND TRAVEL LANE AND SHOULDER. FROM DOT D-5 DB. END. . . .",Missing paper report,. .
-82.8512652478737,29.9569598246099,1754,37-042,2014/08/18 00:00:00+00,2006/11/08 00:00:00+00,U,-82.85126166,29.95695419,SUWANNEE,6,S,15,E,18,SW,SE,QTR3,,,,,E,C,2,2,16,90,N,,Y,N,U,N,Planned,Unknown,MOSTLY LIMESTONE,THIS PART OF FLORIDA IS HISTORICALLY KNOWN TO HAVE MANY SINKHOLES (OLD AND NEW). SINKHOLE OPENED AFTER RELATIVELY LONG PERIOD OF DRY WEATHER FOLLOWED BY SIGNIFICANT RAINFALL. END. . . . . .,,. . . . .
-81.3530555598585,29.0616666699582,1755,79-504,2016/11/28 00:00:00+00,1979/04/17 00:00:00+00,U,-81.35305244,29.0616612,VOLUSIA,16,S,29,E,44,,,SECTION,FSRI,,,,E,C,6,6,10,,U,,U,U,R,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,"Currently matches the vague location info from paper report, location unchanged",GRAND AVE N OF HIGHLAND PARK RD. GLENWOOD.
-82.23932352938,27.9815959106812,1756,10-524,2015/11/30 00:00:00+00,1977/01/20 00:00:00+00,U,-82.23932019,27.98159072,HILLSBOROUGH,29,S,21,E,7,NE,NE,QTR2,FSRI,,,,U,U,,,,,U,,U,U,R,U,Unknown,Unknown,UNKNOWN,SEE 1985 FREEZE PROTECTION REPORTS FOR MORE. UPDATED INFORMATION  10-513 TO 10-534. END. . . . .,Unable to identify specific property. Moved on to Walden Sheffield Rd. off of private property.,. .
-82.810422620085,30.1594639303246,1757,37-445,2014/12/09 00:00:00+00,2012/06/29 00:00:00+00,U,-82.81041904,30.15945824,SUWANNEE,4,S,15,E,10,NW,NW,PARCEL,Nicole,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,"16061 31st Drive, Wellborne / Nicole 3866281241",,
-82.0175000001319,29.852777779588,1758,71-001,2015/10/27 00:00:00+00,2001/02/22 00:00:00+00,U,-82.01749666,29.85277214,CLAY,7,S,23,E,29,SE,SE,SECTION,,,CAMP BLANDING,,E,C,20,20,8,,N,,U,U,U,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,,LOWRY LAKE. .
-82.6314310359359,28.791134856933,1759,02-645,2015/08/17 00:00:00+00,1987/08/02 00:00:00+00, ,-82.63142756,28.79112949,CITRUS,19,S,17,E,30,SW,SW,PARCEL, , ,RIVERHAVEN VILLAGE,0,E,C,0.67,0.67,2,90,N,0,Y,Y,R,N,Repaired, ,LIMESTONE,SINK IS .67 FEET WIDE AT GROUND SURFACE BUT FORMS BELL SHAPE. WITH A 2 FOOT DIAMETER AT BOTTOM OF SINK.  NUMEROUS SINKS IN THE. AREA.. . . . ., ,"11873 W. RIVERHAVEN. RIVERHAVEN VILLAGE, FL."
-82.8761190355298,29.5113201119429,1760,34-021,2015/12/17 00:00:00+00,1970/01/01 00:00:00+00,U,-82.87611546,29.51131458,LEVY,11,S,14,E,23,SE,NE,SECTION,,,,,U,U,,,,90,N,,U,U,U,U,Unknown,Unknown,UNKNOWN,VARIED TOPOGRAPHY. END. . . . . .,,. ROAD-55.
-82.1911833272043,28.0178051965836,1761,10-585,2015/12/02 00:00:00+00,1985/01/21 00:00:00+00,U,-82.19118,28.0178,HILLSBOROUGH,28,S,21,E,27,,SE,QTR3,FSRI,,DOVER,,M,C,35,26,15,60,N,,N,N,R,Y,Planned,Unknown,FINE SAND,FREEZE PROTECTION.  HOUSE WAS SEVERELY DAMAGED.. NEIGHBOR ALSO EXPERIENCED SUBSIDENCE.. REPORT IN FILE.. END. . . .,Address cannot be found. Moved to intersection of Tanner Rd. and Ward Rd.,1006 TANNER ROAD. SOUTH OF US 92.
-80.1325845118586,26.8389827150764,1762,93-004,2014/09/23 00:00:00+00,2007/10/03 00:00:00+00,U,-80.13258182,26.83897776,PALM BEACH,42,S,42,E,10,NE,NE,QTR1,Palm Beach Co. EM,Gina,,,E,C,4,4,3.5,,U,,U,U,U,Y,Unknown,Unknown,UNKNOWN,"#SWP071003-6822. SINKHOLE OPENED IN WESTBND LANE OF PGA BLVD WEST OF TURNPIKE. OPENING IS 4X4X3.5 FT, BUT 15 FT RADIUS OF DIRT UNDER ASPHALT IS MISSING, SO HOLE IS EXPECTED TO GROW. NO STRUCTURES IMPACTED. RD CLOSED IN AFFECTED AREA. DOT IS ENROUTE.",Located along PGA Blvd. in section 10,
-82.8665730441978,29.6128660498829,1763,31-501,2015/11/18 00:00:00+00,1984/12/31 00:00:00+00,U,-82.86656947,29.61286049,GILCHRIST,10,S,14,E,13,NE,SW,PARCEL,,,,,E,C,3,3,3,,N,,U,U,U,U,Repaired,Unknown,UNKNOWN,,Moved to SR 26 in front of dept. of corrections (youth development center),. SR 26 IN FRONT OF LANCASTER YOUTH DEVELOPMENT   NTER. CENTER
-81.4675000004421,28.4836111103538,1764,75-588,2014/07/10 00:00:00+00,1970/01/01 00:00:00+00,U,-81.46749687,28.48360578,ORANGE,23,S,28,E,13,NE,SW,QTR1,,,WINTER PARK,32792,E,C,1.5,1.5,4,,U,,U,U,U,N,Unknown,Unknown,UNKNOWN,"NEXT TO LAKE CAIN, 10 FEET FROM HOUSE. . . . . . .",Did not move. Can not locate address but is plotted next to Lake Cain on Cheryl Street,"1824 EAST CHERYL ST. WINTER PARK, FL."
-82.5368956271152,28.8089316390917,1765,02-848,1970/01/01 00:00:00+00,2015/06/24 00:00:00+00,U,-82.53689217,28.80892626,CITRUS,19,S,17,E,24,NE,SE,GPSSA, Citrus County SO , Dawn,,,U,U,2,2,15,,N,,Y,U,U,N,Unknown,Unknown,,"The sinkhole is reported to be 2 feet by 2 feet on the surface, and widens to an estimated 15 feet across on the bottom and depth is unknown. There is no visible water in the sinkhole. There is an underground drainage pipe undamaged in the sinkhole",Report #: 2015-4252 ,
-82.6069444402238,28.2888888898651,1766,14-655,2016/03/03 00:00:00+00,1989/09/21 00:00:00+00,U,-82.60694098,28.28888364,PASCO,25,S,17,E,21,SW,SE,QTR2,FSRI,,NEW PORT RICHEY,33612,U,U,,,,,U,,U,U,R,Y,Planned,Unknown,SEE COMMENTS,"UNABLE TO DETERMINE AT THIS TIME WHETHER THIS A TRUE SINKHOLE. OR A DRYING OUT OF THE CLAY LAYER THAT UNDERLAYS THIS HOUSE.. . 		   ORGANIC CLAY 3' TO 7'. 		   WHITE CLAY 7' TO 16+'. WATER LEVEL OF LAKE 30. .",Address number cannot be found.,"8339 MOON LAKE CIRCLE. NEW PORT RICHEY, FL 33612."
-81.4122222203924,28.7047222201139,1767,77-029,2016/10/17 00:00:00+00,1987/01/22 00:00:00+00,U,-81.4122191,28.70471684,SEMINOLE,20,S,29,E,33,NE,SE,QTR1,,,,,E,C,10,10,5,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,"SABAL CLUB II APARTMENTS. BUILDING 4, 625 SABAL LAKE DR., J&A #87-02041. FROM DOT D-5 DB. END. . . .","No paper record, currently in Sabal Club complex, location not moved",. .
-82.7727697498394,28.0957921697179,1768,15-538,2016/05/16 00:00:00+00,1991/01/23 00:00:00+00,U,-82.77276625,28.09578697,PINELLAS,27,S,15,E,35,NW,SE,QTR3,,,PALM HARBOR,,E,C,5,5,11,90,Y,11,N,N,R,N,Repaired,Unknown,UNKNOWN,Plotting in the roadway of U.S. Alt. 19 N. Point was not moved. Could not locate reported address. Location matches up with map attached to report. ,"2929 U.S. Alt. 19 N. Sinkhole os overhung and bell-shaped, bottom is approx. 16' across. Near 15-539. Along road under construction and ~200' from installation of large sewer drain. Pictures attached to report show sink occurred along fence line.","2929 US ALT 19 N. PALM HARBOR, FL."
-82.8509499994593,29.4927731359417,1769,34-525,2015/12/23 00:00:00+00,1987/05/14 00:00:00+00,U,-82.85094643,29.49276761,LEVY,11,S,15,E,30,SE,SW,QTR1,,,LAKE CITY,,M,C,2,2,2,,N,,N,U,R,Y,Repaired,Unknown,SAND,NUMEROUS SINKS OCCUR IN A 2 MILE AREA.. . . . . . .,,"SR 49 WESTBOUND, 35' FROM EDGE OF PAVEMENT, M.P. 0.65. 0.65( 0.65 MI NE OF SR 55 IN CHIEFLAND)."
-85.1444444398495,30.7944444396946,1770,53-509,2016/01/11 00:00:00+00,1989/03/31 00:00:00+00,U,-85.14444016,30.79443868,JACKSON,5,N,9,W,33,NW,NW,QTR2,,,,,E,C,25,25,15,,U,,N,Y,R,N,Planned,Unknown,SAND,LOCATED NEAR BLUE SPRINGS. LANDUSE:LANDFILL. . . . . .,Is located near Blue Springs but not at a landfill.  Report states that landfill was closed ,JACKSON COUNTY LANDFILL (NOW CLOSED). OFF S.R. 164 NEAR MARIANNA.
-82.8861165378524,29.9524583970304,1771,37-031,2016/02/17 00:00:00+00,1970/01/01 00:00:00+00,U,-82.88611294,29.95245276,SUWANNEE,6,S,14,E,23,SE,NW,SECTION,,,,,U,U,4,4,10,,Y,30,U,U,U,U,Unknown,Unknown,SAND,2 SINKS WITHIN 1/8 MILE NORTH. END. . . . . .,SH occured in Feb. of 1975,". ROAD-20,  BK SLOPE."
-81.9457116497482,27.9463431035607,1772,16-896,1970/01/01 00:00:00+00,2014/02/14 00:00:00+00,U,-81.9457084,27.94633792,POLK,29,S,24,E,19,SW,NE,PARCEL,Polk County Fire Rescue ,Brian ,Lakeland ,33813,U,U,2.5,2.5,6,,N,,N,U,U,U,Repaired,Unknown,,Sinkhole was caused by digging near a retention wall.  The wall collapsed and caused the sinkhole. Filled in with dirt. ,,
-83.0773610000095,30.347413999964,1773,37-526,2014/04/29 00:00:00+00,2012/07/04 00:00:00+00,U,-83.07735733,30.34740828,SUWANNEE,2,S,12,E,1,,,PARCEL,Dane Ann Smith-Johnson,,Live Oak,32060,E,E,90,40,45,75,N,,Y,Y,R,Y,Not Repaired,Unknown,SAND AND CLAY,"90' long x 40' wide, 45' deep; owner says sinkhole occurred a few days after TS Debby; owner says the sinkhole formed in a borrow pit orginally dug by FDOT to help build I-10",,
-82.219703670443,27.9685001397264,1774,10-960,2015/11/19 00:00:00+00,2010/01/14 00:00:00+00,U,-82.21970034,27.96849496,HILLSBOROUGH,29,S,21,E,9,SW,SW,PARCEL,Rick Green verified,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,,,
-82.161323359076,29.2081744817331,1775,36-797,2020/01/06 00:00:00+00,2020/01/05 00:00:00+00,N,-82.16132,29.208169,MARION,15,S,21,E,1,SW,SE,UNKWN,City of Ocala,Jeffrey Greve,,,E,U,10,10,10,,Y,,Y,U,U,U,Unknown,Unknown,,"1,000,000 gallons of treated water from the recharge park flowed into the sinkhole",SWO# 2020-87,
-80.7917779995995,28.4638329997694,1776,70-001,2015/12/11 00:00:00+00,1970/01/01 00:00:00+00,U,-80.79177507,28.46382766,BREVARD,23,S,35,E,23,SW,SE,PARCEL,Eliso Balparda,,Cocoa,32927,E,E,12,12,2,5,N,,N,N,S,N,Repaired,Unknown,GREY SAND WITH SHELLS,subsidence has been forming slowly since 2005 and has been filled in twice,,
-81.908153271519,28.8286653990004,1777,11-049,2016/01/15 00:00:00+00,2002/06/22 00:00:00+00,U,-81.90815,28.82866,LAKE,19,S,24,E,21,NW,NE,QTR2,,,LEESBURG,,E,E,13,11,5.5,,N,,U,U,R,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,"cannot locate exact address, moved to the 2600 block of Griffin Rd",2600 GRIFFIN ROAD. .
-81.9222222200867,28.9149999998745,1778,11-036,2016/11/16 00:00:00+00,2001/03/31 00:00:00+00,U,-81.92221894,28.91499458,LAKE,18,S,24,E,20,NE,NE,SECTION,,,LADY LAKE,,E,U,,8,30,,N,,U,U,U,U,Unknown,Unknown,UNKNOWN,SINKHOLE IS IN BACKYARD OF RESIDENCE. LOGGED AS SOUTH OLD DIXIE HWY. END. . . . .,"Cadastral lists address as North Old Dixie Highway but Navteq roads shows it as South Old Dixie Highway. The discrepancy between N and S Hwy is enough to keep location as is, still close to both potential locations",113 OLD DIXIE HIGHWAY. .
-81.373887629682,28.7159786253929,1779,77-538,2016/10/28 00:00:00+00,1986/04/20 00:00:00+00,U,-81.373885,28.715973,SEMINOLE,20,S,29,E,25,SW,SW,QTR3,,,LONGWOOD,,E,C,10,10,8,90,Y,,N,U,R,Y,Not Repaired,Unknown,"LAKE BOTTOM,SAND AND MUCK",SINKHOLE ON EDGE OF LAKE.  DRAINED 1/2 OF GRACE LAKE. REVISITED NEXT WEEK.  SINK SAME SIZE. NEAR 77-504 AND 77-505. END. . . .,"No paper record, moved to listed address","1534 GRACE LAKE CIRCLE. LONGWOOD, FLORIDA."
-83.3253015198873,29.7779196161874,1780,38-512,1970/01/01 00:00:00+00,2015/08/15 00:00:00+00,U,-83.3247321,29.7789534,TAYLOR,8,S,10,E,10,SW,SE,QTR3,Taylor County EM ,Steve Spradley,,,U,U,,,,,Y,,U,U,U,U,Unknown,Unknown,,"Depression extents into both lanes. Per Steve Spradley, Taylor County EM Director, ""FDOT has advised that they will open one lane on SR 51 this afternoon for traffic. Work continues in the area as they keep finding sinkholes and pockets of water.""",Report #: 2015-5889 ,
-82.4427367001294,28.1749130522933,1781,14-039,2016/02/23 00:00:00+00,2004/03/30 00:00:00+00,U,-82.4427333,28.17490783,PASCO,26,S,19,E,31,SW,SE,GPSSA,,,LAND O' LAKES,,E,E,9.5,12,5,,U,,U,U,U,Y,Unknown,Unknown,UNKNOWN,SH AT RIGHT REAR CORNER OF HOUSE. MINOR CRACKS IN WALLS. SWP040331-1773. END. . . .,,. .
-82.2942456049543,29.8210051254403,1782,26-536,1970/01/01 00:00:00+00,2018/04/13 00:00:00+00,U,-82.29424,29.820999,ALACHUA,18,S,20,E,3,NW,SW,PARCEL,Alachua County SO,Carrie,GAINESVILLE,,E,C,10,10,20,,U,,U,U,U,U,Unknown,Unknown,,Alachua County SO reported a potential sinkhole 20 feet away from a residence in Gainesville.,No roadways or sub-surface structures are threatened.,
-81.8038888895857,27.8730555603666,1783,16-885,2016/08/02 00:00:00+00,1970/01/01 00:00:00+00,U,-81.80388568,27.87305039,POLK,30,S,25,E,15,SE,NW,QTR3,USGS sir2009-5140,Patty Metz,,,E,E,66,44,,,U,,Y,U,U,U,Unknown,Unknown,,"Log Sink ;Drains river water during medium to high flows ; from USGS sir2009-5140; see report for further details","No paper report, location matches USGS sir2009-5140 location information, location not moved",
-81.3475000000331,28.6399999998546,1784,77-521,2014/08/11 00:00:00+00,1962/05/24 00:00:00+00,U,-81.3474969,28.63999463,SEMINOLE,21,S,30,E,19,SE,SE,SECTION,FSRI,,,,E,C,20,20,16,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,,. .
-82.3083615536408,28.4885938438035,1785,08-129,2015/11/04 00:00:00+00,2002/11/05 00:00:00+00,U,-82.30835818,28.48858854,HERNANDO,23,S,20,E,16,SW,NE,QTR3,FGS,EL MOULTON,SPRING HILL,,E,E,30,20,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,A WELL TRUCK IS IN THE SH. SWP021105-5956. END. . . . .,Plotted in parcel south of the correct address. Moved into correct parcel.,. .
-84.3211111101629,30.4213888902084,1786,55-051,2016/03/16 00:00:00+00,1999/03/04 00:00:00+00,U,-84.32110708,30.42138319,LEON,1,S,1,W,3,SE,SE,QTR3,FGS,ED LANE,TALLAHASSEE,,E,E,10,8,6,90,Y,6,N,N,U,N,Not Repaired,Stormwater Pond,ORANGE CLAYEY SAND,END. . . . . . .,,. .
-81.8557783325069,28.724967591456,1787,11-573,2018/05/31 00:00:00+00,2017/12/16 00:00:00+00,U,-81.8557856,28.724309,LAKE,20,S,24,E,25,NE,NE,PARCEL,Lake County EMS,Tina,LEESBURG,,U,U,,,,,U,,U,U,U,Y,Unknown,Unknown,,Lake County EMS reports a sinkhole that has formed under a residential structure in Leesburg. The dimensions of the sinkhole are unknown at this time.,Lake County FR states the home is not structurally sound and have contacted Lake County Code Enforcement.,
-84.3249999999621,30.3277777798738,1788,55-512,2016/03/17 00:00:00+00,1985/01/28 00:00:00+00,U,-84.32499598,30.3277721,LEON,2,S,1,W,10,,NW,QTR2,FSRI,,TALLAHASSEE,32304,M,E,4,1,1,,N,,N,N,S,U,Unknown,Unknown,DRY SANDY,NO COMMENTS. END. . . . . .,,. 1/4 MILE EAST OF CROWFORDVILLE HIGHWAY ON       GE ROAD. OAKRIDGE RD
-82.0982311756471,29.1537038445918,1789,36-540,2016/09/12 00:00:00+00,1985/12/09 00:00:00+00,U,-82.0982,29.1537,MARION,15,S,22,E,34,NE,SW,PARCEL,,,OCALA,32671,U,U,,,5,,N,,U,U,U,Y,Planned,Unknown,UNKNOWN,OHIO CASUALTY INSURANCE REPORT. . . . . . .,moved to listed address 3421 SE 28th Ct.,"3421 SE 28TH CT. OCALA, FL."
-82.5402963376532,28.799450476726,1790,02-561,2015/07/20 00:00:00+00,1984/04/16 00:00:00+00,U,-82.54029288,28.7994451,CITRUS,19,S,17,E,25,SW,NE,QTR1,,,HOMOSASSA,32646,E,E,8,24,2,,U,,U,U,S,U,Unknown,Unknown,UNKNOWN,NEAR 560 562. THREE DIFFERENT SINKS VERY CLOSE TOGHETER. END. . . . .,"In same location as 02-560 but not same sink, multiple sinks on same property on same day, Did not move, there is not a Dixie Road off of Holiday Lane, is plotted close to West Holiday Street and on a Green Acres property, do not have exact address","GREEN ACRES. DIXIE RD OFF HOLIDAY LANE. HOMOSASSA, FL"
-82.7276747502341,28.2388522500568,1791,14-511,2016/02/24 00:00:00+00,1981/05/18 00:00:00+00,U,-82.72767126,28.23884701,PASCO,26,S,16,E,8,,SW,QTR1,FSRI,,NEW PORT RICHEY,,E,U,3,3,1,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,Already corrected.,"GULF DR AND SOUTH BLVD.. NEW PORT RICHEY, FL."
-82.9753060604166,30.3198679803931,1792,37-426,2014/12/08 00:00:00+00,2012/06/27 00:00:00+00,U,-82.97530242,30.31986226,SUWANNEE,2,S,13,E,12,SE,SW,UNKWN,,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,,No further info.,
-82.1687006469997,27.9724909079982,1793,10-950,2015/11/24 00:00:00+00,2010/01/12 00:00:00+00,U,-82.16869733,27.97248572,HILLSBOROUGH,29,S,21,E,12,NW,SW,PARCEL,Well Construction Section Brooksville,Gregg Clark,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,Sinkhole 30' wide x 12' deep. Opened in rear of property and continued to grow. Water-filled.,,
-81.3472222203723,28.5652777799872,1794,75-539,2014/06/25 00:00:00+00,1975/05/01 00:00:00+00,U,-81.34721912,28.56527243,ORANGE,22,S,30,E,19,NE,NE,QTR3,FSRI,,ORLANDO,,E,E,65,45,11,,U,,U,U,U,Y,Repaired,Unknown,UNKNOWN,DAMAGED THE EXTERIOR WALLS OF THE SCHOOL. . . . . . .,DUPLICATE RECORD. SEE 75-037. Did not move.  In good location.,. 1500 FALCON DRIVE. AUDUBON PARK ELEMENTARY SCHOOL
-82.4851797868501,28.5374149763869,1795,08-524,2015/11/12 00:00:00+00,1986/04/10 00:00:00+00,U,-82.48517636,28.53740966,HERNANDO,22,S,18,E,27,NE,SE,QTR3,FSRI,,BROOKSVILLE,33573,M,C,0.5,0.5,0.83,,N,,N,N,S,N,Repaired,Unknown,UNKNOWN,HAS TAKEN APPROXIMATELY 2 YEARS TO FORM.  WAS FILLED WITH DIRT.. . . . . . .,"Plotting 700 ft. west of address.	Moved to 14416 Marianna St.","14416 MARIANNA ST                               ROUGH AREA. BROOKSVILLE, FL 33573."
-81.3972222195051,28.6952777795889,1796,77-549,2016/06/30 00:00:00+00,1986/06/06 00:00:00+00,U,-81.39722,28.69528,SEMINOLE,21,S,29,E,3,NE,NE,QTR1,,,LONGWOOD,32779,E,C,12,12,2,,N,,N,N,S,Y,Unknown,Unknown,UNKNOWN,SINKHOLE SLOWLY UNDERMINED WALL AND WALL BEGAN TO CRACK.. SINKHOLE LOCATED NEAR 77-2.. . . . . ., Possibble reactivation of 77-548 and 77-547.,"THE SPRINGS. 100 SPRINGS BLVD, SANLANDO SPRINGS. LONGWOOD, FL"
-81.3615195789095,28.5939433731831,1797,75-601,2014/07/15 00:00:00+00,1987/12/26 00:00:00+00,U,-81.36151647,28.59393802,ORANGE,22,S,29,E,12,NE,NE,PARCEL,FSRI,,WINTER PARK,,M,C,250,250,30,,Y,20,Y,N,R,Y,Not Repaired,Unknown,SANDY,"THIS NOTES REACTIVATION OF THE ALREADY EXISTING. SINKHOLE IN WINTER PARK.  BOTTOM SUBSIDED. ADDITIONAL 30 FT. (OVERALL DEPTH OF 80 FT.).. NEAR 563, 512, 002. . . .",Moved to Winter Park Sinkhole on top of original point ,"INTERSECTION OF COMSTOCK AND DENNING DR         LES E. OF US19,. WINTER PARK, FL                                  BLD. WEST)."
-82.3056599998309,28.0666409997259,1798,10-1088,2015/10/29 00:00:00+00,2013/04/12 00:00:00+00,U,-82.30565664,28.0666358,HILLSBOROUGH,28,S,20,E,9,NE,NE,PARCEL,Hillsborough County Fire Department,,Thonotosassa,,E,C,2,2,15,,U,,U,U,U,U,Unknown,Unknown,,"SWO#2013-2184; two subsidences on site: 1) 2 ft diameter, 15 ft deep, 2) 30 ft diameter, unreported depth; no structures threatened",,
-81.3314073966094,28.6630396395546,1799,77-511,2016/10/24 00:00:00+00,1970/09/21 00:00:00+00,U,-81.3314,28.663,SEMINOLE,21,S,30,E,17,SE,NE,QTR3,,,CASSELBERRY,,E,C,10,10,10,90,N,,U,U,R,N,Repaired,Unknown,UNKNOWN,EXTENSIVE MARSHES AND A LAKE ARE AT THE FOOT OF THE SLOPE. WHERE THE SINK OCCURRED.. . . . . .,"No paper record, moved to listed address","12 GOVERNOR NOB. CASSELBERRY, FL."
-82.4328465589221,28.1423132614606,1800,10-782,2015/12/23 00:00:00+00,1981/07/29 00:00:00+00,U,-82.43284316,28.14230804,HILLSBOROUGH,27,S,19,E,17,NW,NW,PARCEL,FSRI,,LUTZ,,E,C,4,4,3,,N,,N,N,R,N,Unknown,Unknown,UNKNOWN,CAR DROVE OVER IT AND CAUSED COLLAPSE.. NEAR 10-783. END. . . . .,"Plotting appr. 1,440 ft. W of given address. Moved to 2207 Sunset Lane.","2207 SUNSET LANE. LUTZ, FL."
-82.1774623978612,29.2161288444551,1801,36-756,1970/01/01 00:00:00+00,2017/12/05 00:00:00+00,U,-82.17743,29.216019,MARION,15,S,21,E,2,NE,NW,PARCEL,"Marion County, Marion County",,OCALA,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,Marion County reports potential sinkhole in Ocala. Depth and dimesions of subsidence are unknown. Subsidence is near storm system at the Fed-Ex buidling.,,
-81.9384178331015,28.9162438656909,1802,11-574,1970/01/01 00:00:00+00,2017/12/15 00:00:00+00,U,-81.93841,28.91618,LAKE,18,S,24,E,18,SE,SE,PARCEL,Lake County EMS,Tina,LADY LAKE,,E,U,6,6,10,,N,,N,U,U,N,Unknown,Unknown,,Caller states the sinkhole has a diameter of 6 ft and a depth of 10 ft. There is no visible water or rock at the bottom.,Caller states there are no endangerment at this time. The closest structure is 30 ft away.,
