SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
50,3,6,21,199,Kentucky,Pulaski County,63063,63063,63208,63415,63484,63694,63798,63782,145,207,69,210,104,-16,207,711,761,756,701,703,163,704,779,813,767,757,44,7,-18,-57,-66,-54,3,14,17,19,23,24,97,186,74,244,152,14,100,200,91,263,175,38,1,0,-4,4,-5,0,962,962,962,962,962,962,962,11.23018725,11.99379034,11.8888487,10.99676843,11.02053613,11.11962282,12.27748052,12.78523015,12.03212751,11.8670638,0.110564431,-0.283690179,-0.89638145,-1.035359081,-0.846527669,0.221128863,0.267929613,0.298793817,0.360806953,0.37623452,2.937854892,1.166281846,3.837141644,2.384463339,0.219470136,3.158983755,1.43421146,4.135935461,2.745270292,0.595704656
50,3,6,21,201,Kentucky,Robertson County,2282,2282,2273,2287,2214,2214,2188,2138,-9,14,-73,0,-26,-50,4,29,20,19,15,17,9,20,34,47,24,32,-5,9,-14,-28,-9,-15,0,0,0,0,0,0,-4,6,-60,24,-17,-35,-4,6,-60,24,-17,-35,0,-1,1,4,0,0,57,57,57,57,57,57,57,12.71929825,8.886914019,8.581752484,6.815084053,7.859454461,8.771929825,15.10775383,21.22854562,10.90413448,14.79426722,3.947368421,-6.220839813,-12.64679313,-4.089050432,-6.93481276,0,0,0,0,0,2.631578947,-26.66074206,10.8401084,-7.723761926,-16.18122977,2.631578947,-26.66074206,10.8401084,-7.723761926,-16.18122977
50,3,6,21,203,Kentucky,Rockcastle County,17056,17056,17067,17114,17076,16744,16835,16942,11,47,-38,-332,91,107,40,165,210,171,170,177,21,200,217,191,203,238,19,-35,-7,-20,-33,-61,0,2,2,2,3,3,-5,72,-30,-299,129,152,-5,74,-28,-297,132,155,-3,8,-3,-15,-8,13,341,341,341,341,341,341,341,9.654486411,12.28429365,10.11235955,10.12537598,10.48050449,11.70240777,12.69377011,11.29509166,12.09089014,14.09242976,-2.04792136,-0.409476455,-1.182732111,-1.965514161,-3.611925275,0.117024078,0.116993273,0.118273211,0.178683106,0.177635669,4.212866797,-1.754899093,-17.68184506,7.683373537,9.000207242,4.329890875,-1.63790582,-17.56357185,7.862056643,9.177842911
50,3,6,21,205,Kentucky,Rowan County,23333,23333,23345,23505,23423,23539,23681,23892,12,160,-82,116,142,211,69,263,269,300,294,301,72,220,226,223,207,199,-3,43,43,77,87,102,-2,-5,-4,-4,-3,-3,22,119,-119,54,69,97,20,114,-123,50,66,94,-5,3,-2,-11,-11,15,2435,2435,2435,2436,2439,2443,2443,11.22732124,11.46437095,12.77628721,12.4523507,12.65423665,9.39167556,9.631776338,9.49704016,8.76747141,8.366090009,1.835645678,1.832594613,3.279247051,3.684879288,4.288146638,-0.213447172,-0.170473917,-0.170350496,-0.127064803,-0.12612196,5.080042689,-5.071599045,2.299731698,2.92249047,4.077943371,4.866595518,-5.242072963,2.129381202,2.795425667,3.951821411
50,3,6,21,207,Kentucky,Russell County,17565,17568,17558,17663,17545,17704,17769,17662,-10,105,-118,159,65,-107,60,219,228,223,206,214,37,237,224,213,219,214,23,-18,4,10,-13,0,4,14,9,12,15,17,-32,113,-128,142,72,-101,-28,127,-119,154,87,-84,-5,-4,-3,-5,-9,-23,177,177,177,177,177,177,177,12.43576276,12.95160191,12.65284122,11.61446734,12.07981711,13.45788024,12.72438082,12.08544923,12.34741916,12.07981711,-1.022117487,0.227221086,0.567391983,-0.732951823,0,0.794980268,0.511247444,0.680870379,0.845713641,0.95961164,6.416626445,-7.271074756,8.056966155,4.059425479,-5.701222094,7.211606712,-6.759827312,8.737836534,4.90513912,-4.741610454
50,3,6,21,209,Kentucky,Scott County,47173,47173,47446,48040,49053,50050,51327,52420,273,594,1013,997,1277,1093,155,589,643,646,675,689,45,297,287,338,333,355,110,292,356,308,342,334,2,32,43,46,55,55,152,268,599,624,844,684,154,300,642,670,899,739,9,2,15,19,36,20,1316,1316,1316,1316,1316,1320,1320,12.33688708,13.24503311,13.03694136,13.31663001,13.28231178,6.220807239,5.911857703,6.821186039,6.569537469,6.84357138,6.116079844,7.333175409,6.215755325,6.747092536,6.438740397,0.670255325,0.885748715,0.928327094,1.085058741,1.060271622,5.61338835,12.33868559,12.59295884,16.65071959,13.18592345,6.283643676,13.22443431,13.52128594,17.73577833,14.24619507
50,3,6,21,211,Kentucky,Shelby County,42074,42066,42276,42936,43667,44286,44929,45632,210,660,731,619,643,703,152,599,618,628,662,636,53,326,350,325,307,300,99,273,268,303,355,336,11,63,48,53,59,60,96,291,409,277,250,345,107,354,457,330,309,405,4,33,6,-14,-21,-38,1696,1673,1725,1817,1820,1807,1808,14.05905272,14.27202291,14.28035428,14.84055372,14.0457813,7.651504483,8.082860871,7.390310734,6.882250743,6.625368536,6.407548233,6.189162038,6.890043546,7.958302976,7.420412761,1.478664977,1.108506634,1.205189135,1.322647537,1.325073707,6.83002394,9.445400275,6.298818687,5.604438716,7.619173817,8.308688917,10.55390691,7.504007822,6.927086252,8.944247524
50,3,6,21,213,Kentucky,Simpson County,17327,17327,17353,17324,17578,17747,17864,18006,26,-29,254,169,117,142,67,243,236,206,223,230,71,183,207,158,153,152,-4,60,29,48,70,78,-1,3,1,2,4,4,34,-83,220,121,46,87,33,-80,221,123,50,91,-3,-9,4,-2,-3,-27,327,327,327,327,327,327,327,14.01505321,13.52358031,11.6631281,12.52422004,12.82408698,10.55454624,11.86178443,8.945506016,8.592850524,8.475048787,3.460506964,1.661795886,2.717622081,3.931369521,4.349038194,0.173025348,0.057303306,0.113234253,0.224649687,0.2230276,-4.787034634,12.60672741,6.850672328,2.583471399,4.850850293,-4.614009286,12.66403072,6.963906582,2.808121086,5.073877892
50,3,6,21,215,Kentucky,Spencer County,17061,17061,17109,17347,17406,17551,17688,17894,48,238,59,145,137,206,37,211,190,153,183,176,12,130,127,132,118,145,25,81,63,21,65,31,-1,-4,-3,-2,-2,-2,22,163,0,125,74,168,21,159,-3,123,72,166,2,-2,-1,1,0,9,113,113,113,113,113,113,113,12.24750406,10.93430783,8.75361158,10.38621981,9.892642347,7.545855584,7.308721549,7.552135481,6.697125344,8.150188298,4.701648479,3.62558628,1.201476099,3.689094469,1.74245405,-0.232180172,-0.172646966,-0.114426295,-0.113510599,-0.11241639,9.461342001,0,7.151643448,4.199892165,9.442976786,9.22916183,-0.172646966,7.037217153,4.086381566,9.330560396
50,3,6,21,217,Kentucky,Taylor County,24512,24512,24561,24730,24803,24894,25120,25420,49,169,73,91,226,300,75,303,307,338,363,350,90,280,260,305,291,307,-15,23,47,33,72,43,8,38,36,37,44,44,55,124,-8,9,93,193,63,162,28,46,137,237,1,-16,-2,12,17,20,1035,1035,1035,1069,1100,1190,1193,12.29433365,12.39577655,13.60243073,14.51593554,13.85041551,11.3611004,10.4980518,12.27438276,11.63674171,12.14879304,0.933233247,1.897724749,1.328047971,2.879193826,1.701622477,1.541863626,1.453576404,1.489023482,1.759507338,1.741195093,5.031344465,-0.323016979,0.362194901,3.718958692,7.63751484,6.573208091,1.130559425,1.851218383,5.47846603,9.378709933
50,3,6,21,219,Kentucky,Todd County,12460,12460,12429,12431,12644,12491,12522,12531,-31,2,213,-153,31,9,49,159,196,192,184,192,50,135,123,120,134,131,-1,24,73,72,50,61,6,11,13,6,8,9,-37,-46,126,-216,-38,-74,-31,-35,139,-210,-30,-65,1,13,1,-15,11,13,195,195,195,195,195,195,195,12.79163315,15.6331007,15.27750149,14.71234958,15.32750569,10.8608206,9.810568295,9.548438433,10.7144285,10.4578294,1.93081255,5.822532403,5.72906306,3.997921081,4.869676286,0.884955752,1.036889332,0.477421922,0.639667373,0.718476829,-3.700724055,10.04985045,-17.18718918,-3.038420022,-5.907476151,-2.815768302,11.08673978,-16.70976726,-2.398752649,-5.188999321
50,3,6,21,221,Kentucky,Trigg County,14339,14334,14344,14199,14390,14292,14134,14233,10,-145,191,-98,-158,99,28,137,153,145,145,148,61,169,142,189,185,161,-33,-32,11,-44,-40,-13,0,0,0,0,0,0,46,-130,177,-41,-105,118,46,-130,177,-41,-105,118,-3,17,3,-13,-13,-6,78,78,78,78,78,78,78,9.599551554,10.7034174,10.11087093,10.20192781,10.43465999,11.84178257,9.933890657,13.17899728,13.01625273,11.35121797,-2.24223102,0.769526741,-3.068126351,-2.814324914,-0.916557972,0,0,0,0,0,-9.109063518,12.38238483,-2.858935918,-7.387602899,8.31952621,-9.109063518,12.38238483,-2.858935918,-7.387602899,8.31952621
50,3,6,21,223,Kentucky,Trimble County,8809,8809,8802,8800,8818,8799,8729,8769,-7,-2,18,-19,-70,40,26,97,110,101,95,99,8,73,75,89,92,98,18,24,35,12,3,1,4,16,1,0,1,1,-26,-37,-16,-27,-78,33,-22,-21,-15,-27,-77,34,-3,-5,-2,-4,4,5,41,41,41,41,41,41,41,11.02147483,12.48722897,11.46619742,10.83979918,11.31557892,8.294511987,8.514019753,10.10387694,10.49748973,11.20128015,2.726962845,3.973209218,1.362320486,0.342309448,0.114298777,1.81797523,0.113520263,0,0.114103149,0.114298777,-4.20406772,-1.816324214,-3.065221093,-8.900045641,3.771859641,-2.386092489,-1.702803951,-3.065221093,-8.785942492,3.886158418
50,3,6,21,225,Kentucky,Union County,15007,15007,15287,15273,15108,15103,15154,15050,280,-14,-165,-5,51,-104,38,167,167,193,179,183,51,162,141,159,169,173,-13,5,26,34,10,10,-1,1,2,2,2,2,276,-25,-199,-32,32,-100,275,-24,-197,-30,34,-98,18,5,6,-9,7,-16,1371,1640,1646,1642,1658,1660,1658,10.92931937,10.99371318,12.77680315,11.83197277,12.11760032,10.60209424,9.282117113,10.52596736,11.1709687,11.45543637,0.327225131,1.711596063,2.250835788,0.661004065,0.662163952,0.065445026,0.131661236,0.132402105,0.132200813,0.13243279,-1.636125654,-13.10029295,-2.118433683,2.115213009,-6.621639518,-1.570680628,-12.96863171,-1.986031578,2.247413822,-6.489206728
50,3,6,21,227,Kentucky,Warren County,113792,113781,114210,115518,116936,118844,120601,122851,429,1308,1418,1908,1757,2250,369,1445,1478,1568,1545,1590,160,906,918,968,890,892,209,539,560,600,655,698,90,431,435,468,538,540,124,382,428,775,594,996,214,813,863,1243,1132,1536,6,-44,-5,65,-30,16,6210,6260,6310,6142,6433,6314,6316,12.58009472,12.71649445,13.3005344,12.90484245,13.06212313,7.887588801,7.898336875,8.211044194,7.433857462,7.327933227,4.69250592,4.818157571,5.089490203,5.470984986,5.734189902,3.752263547,3.74267597,3.969802358,4.493725073,4.436192761,3.325672099,3.682449001,6.573924845,4.961473407,8.182311092,7.077935646,7.425124971,10.5437272,9.45519848,12.61850385
50,3,6,21,229,Kentucky,Washington County,11717,11717,11742,11780,11871,11883,11955,12063,25,38,91,12,72,108,21,117,141,164,154,156,54,134,143,129,112,127,-33,-17,-2,35,42,29,0,-2,1,1,1,1,65,47,90,-22,24,75,65,45,91,-21,25,76,-7,10,2,-2,5,3,389,389,389,447,422,425,425,9.948133662,11.9233859,13.80820072,12.92054703,12.99025731,11.39358898,12.09251195,10.86132862,9.396761473,10.57540178,-1.445455318,-0.169126041,2.946872106,3.523785553,2.414855525,-0.170053567,0.084563021,0.084196346,0.083899656,0.08327088,3.996258822,7.610671853,-1.852319609,2.013591744,6.245316013,3.826205255,7.695234874,-1.768123263,2.0974914,6.328586893
50,3,6,21,231,Kentucky,Wayne County,20813,20813,20831,20872,20776,20675,20486,20464,18,41,-96,-101,-189,-22,56,215,239,246,213,220,22,204,233,220,217,190,34,11,6,26,-4,30,-1,-1,5,8,10,10,-9,38,-109,-85,-202,-11,-10,37,-104,-77,-192,-1,-6,-7,2,-50,7,-51,331,331,331,331,331,331,331,10.3110088,11.47714176,11.8694362,10.34960278,10.74481075,9.783468815,11.18901268,10.61494295,10.54396152,9.27960928,0.527539985,0.288129082,1.254493257,-0.194358738,1.465201465,-0.04795818,0.240107568,0.385997925,0.485896844,0.488400488,1.822410858,-5.234344987,-4.101227956,-9.815116251,-0.537240537,1.774452677,-4.994237418,-3.715230031,-9.329219407,-0.048840049
50,3,6,21,233,Kentucky,Webster County,13621,13621,13595,13543,13472,13381,13220,13170,-26,-52,-71,-91,-161,-50,42,172,140,167,156,147,56,187,168,166,149,153,-14,-15,-28,1,7,-6,1,3,2,2,4,4,-11,-34,-41,-99,-168,-40,-10,-31,-39,-97,-164,-36,-2,-6,-4,5,-4,-8,393,393,393,393,393,393,393,12.67595254,10.36461225,12.43808885,11.72888237,11.14058355,13.78141352,12.4375347,12.36360928,11.20258637,11.59530125,-1.105460977,-2.07292245,0.074479574,0.526296004,-0.454717696,0.221092195,0.148065889,0.148959148,0.300740574,0.303145131,-2.505711548,-3.035350731,-7.373477824,-12.63110409,-3.031451307,-2.284619353,-2.887284842,-7.224518676,-12.33036352,-2.728306177
50,3,6,21,235,Kentucky,Whitley County,35637,35637,35748,35651,35627,35779,35784,36129,111,-97,-24,152,5,345,132,535,531,520,589,593,77,467,433,483,452,427,55,68,98,37,137,166,8,27,37,36,40,40,49,-274,-161,60,-152,137,57,-247,-124,96,-112,177,-1,82,2,19,-20,2,1590,1661,1736,1711,1757,1735,1736,14.98620429,14.89940795,14.56460241,16.46102036,16.49215024,13.08141571,12.14961138,13.52827494,12.63222615,11.87546063,1.904788583,2.749796571,1.03632748,3.828794209,4.616689611,0.756313114,1.038188501,1.008318629,1.11789612,1.112455328,-7.675177523,-4.517522938,1.680531048,-4.248005254,3.810159498,-6.91886441,-3.479334437,2.688849677,-3.130109135,4.922614826
50,3,6,21,237,Kentucky,Wolfe County,7355,7355,7352,7362,7190,7260,7232,7259,-3,10,-172,70,-28,27,26,105,84,88,87,92,14,93,104,110,98,102,12,12,-20,-22,-11,-10,0,0,0,0,0,0,-13,-2,-154,98,-23,30,-13,-2,-154,98,-23,30,-2,0,2,-6,6,7,132,132,132,132,132,132,132,14.27212179,11.54480484,12.1799308,12.00662434,12.6975364,12.64102216,14.29356789,15.2249135,13.52470329,14.0777034,1.631099633,-2.748763057,-3.044982699,-1.51807894,-1.380167,0,0,0,0,0,-0.271849939,-21.16547554,13.56401384,-3.174165057,4.140501001,-0.271849939,-21.16547554,13.56401384,-3.174165057,4.140501001
50,3,6,21,239,Kentucky,Woodford County,24939,24939,25031,24925,25058,25268,25539,25793,92,-106,133,210,271,254,81,291,258,273,257,261,35,220,211,225,215,213,46,71,47,48,42,48,0,-1,9,12,16,20,46,-172,79,140,209,174,46,-173,88,152,225,194,0,-4,-2,10,4,12,329,333,338,325,320,307,341,11.65025222,10.32350999,10.84926281,10.1167162,10.1690953,8.807750821,8.442870576,8.941700115,8.463400713,8.298916855,2.842501401,1.880639417,1.907562691,1.653315488,1.870178446,-0.040035231,0.360122442,0.476890673,0.629834472,0.779241019,-6.886059733,3.161074765,5.563724516,8.227212786,6.779396868,-6.926094964,3.521197207,6.040615189,8.857047257,7.558637887
40,3,7,22,0,Louisiana,Louisiana,4533372,4533479,4544951,4575381,4603676,4627491,4648990,4670724,11472,30430,28295,23815,21499,21734,14573,62316,62263,62531,63583,63515,9184,40755,40733,43781,43282,43124,5389,21561,21530,18750,20301,20391,1804,6732,7356,7222,8086,8273,4108,2160,-828,-2310,-6339,-7358,5912,8892,6528,4912,1747,915,171,-23,237,153,-549,428,127534,127557,127911,128590,128559,128300,128384,13.66529201,13.56631732,13.54779954,13.70843103,13.63024659,8.937174656,8.875203629,9.485474588,9.331555792,9.254361239,4.728117354,4.691113695,4.062324948,4.37687524,4.375885354,1.476262048,1.602779022,1.564699241,1.74333349,1.775376369,0.473666967,-0.180410689,-0.500478434,-1.366682042,-1.579018412,1.949929016,1.422368333,1.064220808,0.376651448,0.196357957
50,3,7,22,1,Louisiana,Acadia Parish,61773,61773,61856,61763,61850,62125,62498,62577,83,-93,87,275,373,79,211,868,878,882,929,921,114,692,617,690,623,636,97,176,261,192,306,285,8,39,24,27,32,32,-19,-298,-190,71,67,-281,-11,-259,-166,98,99,-249,-3,-10,-8,-15,-32,43,1050,1050,1050,1050,1050,1050,1050,14.04314871,14.20562562,14.22867514,14.90896544,14.7271637,11.19568998,9.982768803,11.13127647,9.998154434,10.16989806,2.847458724,4.222856819,3.097398669,4.910811006,4.557265641,0.630970967,0.388308673,0.435571688,0.513548863,0.511692984,-4.821265339,-3.074110328,1.145392216,1.075242933,-4.493304018,-4.190294372,-2.685801655,1.580963904,1.588791796,-3.981611033
50,3,7,22,3,Louisiana,Allen Parish,25764,25764,25738,25724,25565,25603,25691,25683,-26,-14,-159,38,88,-8,79,352,312,351,345,363,84,248,243,231,233,231,-5,104,69,120,112,132,5,13,9,12,14,15,-25,-139,-231,-70,-37,-158,-20,-126,-222,-58,-23,-143,-1,8,-6,-24,-1,3,4200,4200,4200,4185,4183,4181,4180,13.67999689,12.16635146,13.7195122,13.45186572,14.13166193,9.638179628,9.475716041,9.029080675,9.084883222,8.992875774,4.041817263,2.690635419,4.69043152,4.366982493,5.138786156,0.505227158,0.350952446,0.469043152,0.545872812,0.583952972,-5.402044227,-9.007779446,-2.736085053,-1.442663859,-6.150971308,-4.896817069,-8.656827,-2.267041901,-0.896791048,-5.567018336
50,3,7,22,5,Louisiana,Ascension Parish,107215,107194,107849,110062,112227,114581,117364,119455,655,2213,2165,2354,2783,2091,370,1657,1539,1635,1750,1773,114,663,619,681,796,791,256,994,920,954,954,982,13,101,97,113,134,135,368,1068,1129,1258,1645,960,381,1169,1226,1371,1779,1095,18,50,19,29,50,14,790,790,790,790,790,790,790,15.20804365,13.84683903,14.41748087,15.08978422,14.97346074,6.085053072,5.569326417,6.005079186,6.863696135,6.680207247,9.122990579,8.277512608,8.412401679,8.226088081,8.293253497,0.926983952,0.872737742,0.996437515,1.155446334,1.140111224,9.80216694,10.15794754,11.09308314,14.18439716,8.107457594,10.72915089,11.03068528,12.08952065,15.3398435,9.247568818
50,3,7,22,7,Louisiana,Assumption Parish,23421,23421,23352,23175,23065,23182,23020,22842,-69,-177,-110,117,-162,-178,62,252,267,276,264,266,86,203,212,213,212,220,-24,49,55,63,52,46,1,3,6,6,7,7,-47,-223,-173,54,-224,-212,-46,-220,-167,60,-217,-205,1,-6,2,-6,3,-19,199,199,199,199,199,199,199,10.83241989,11.54844291,11.93590936,11.42807671,11.60001744,8.726116019,9.169550173,9.211408308,9.177091901,9.59399939,2.106303867,2.378892734,2.724501049,2.250984806,2.006018054,0.12895738,0.259515571,0.25947629,0.303017185,0.305263617,-9.585831883,-7.482698962,2.335286613,-9.696549933,-9.245126684,-9.456874503,-7.223183391,2.594762904,-9.393532748,-8.939863067
50,3,7,22,9,Louisiana,Avoyelles Parish,42073,42073,42090,41818,41586,41291,41145,41103,17,-272,-232,-295,-146,-42,126,569,580,529,576,565,81,514,514,520,468,441,45,55,66,9,108,124,7,25,28,30,32,32,-29,-365,-329,-327,-272,-213,-22,-340,-301,-297,-240,-181,-6,13,3,-7,-14,15,3343,3343,3343,3343,3343,3344,3343,13.56247319,13.90820584,12.7659061,13.97447717,13.7389359,12.25151356,12.32554794,12.54871677,11.3542627,10.72366501,1.310959622,1.582657906,0.217189329,2.620214469,3.015270888,0.595890738,0.671430627,0.723964429,0.776359843,0.778134423,-8.700004767,-7.889309865,-7.891212278,-6.599058664,-5.179457251,-8.10411403,-7.217879238,-7.167247849,-5.822698821,-4.401322829
50,3,7,22,11,Louisiana,Beauregard Parish,35654,35654,35846,36073,36292,36247,36220,36462,192,227,219,-45,-27,242,137,458,510,483,477,472,113,313,317,344,346,365,24,145,193,139,131,107,9,21,64,45,37,47,154,71,-36,-241,-181,90,163,92,28,-196,-144,137,5,-10,-2,12,-14,-2,1300,1300,1300,1300,1299,1300,1299,12.73655084,14.09521177,13.31697432,13.16461286,12.98808508,8.704236711,8.761141436,9.484553137,9.549174107,10.04375224,4.032314131,5.334070338,3.83242118,3.615438751,2.944332847,0.583990322,1.768810889,1.240711893,1.021154457,1.293305082,1.974443471,-0.994956125,-6.644701471,-4.995377206,2.476541647,2.558433794,0.773854764,-5.403989578,-3.97422275,3.76984673
50,3,7,22,13,Louisiana,Bienville Parish,14353,14353,14328,14228,14160,13942,13769,13786,-25,-100,-68,-218,-173,17,31,189,212,172,135,130,69,219,205,215,195,200,-38,-30,7,-43,-60,-70,0,-1,0,0,0,0,17,-83,-78,-179,-111,74,17,-84,-78,-179,-111,74,-4,14,3,4,-2,13,319,319,319,319,319,319,319,13.23714806,14.9358884,12.24112163,9.743423189,9.435674106,15.33828267,14.44272228,15.30140204,14.0738335,14.5164217,-2.101134613,0.493166127,-3.060280407,-4.330410306,-5.080747596,-0.07003782,0,0,0,0,-5.813139095,-5.495279696,-12.73930681,-8.011259067,5.37107603,-5.883176916,-5.495279696,-12.73930681,-8.011259067,5.37107603
50,3,7,22,15,Louisiana,Bossier Parish,116979,116979,117625,120045,123145,123883,124769,125175,646,2420,3100,738,886,406,435,1755,1851,1804,1760,1751,169,941,934,967,986,1003,266,814,917,837,774,748,69,130,396,264,270,294,295,1458,1731,-324,-174,-622,364,1588,2127,-60,96,-328,16,18,56,-39,16,-14,1961,1961,2125,2662,2639,2373,2370,14.76837632,15.22266541,14.60563175,14.15633094,14.0111385,7.918542517,7.681236893,7.829072008,7.930762672,8.025797779,6.849833803,7.541428513,6.776559742,6.225568264,5.985340716,1.093953802,3.256712858,2.137409524,2.17170986,2.352526966,12.26911264,14.23578272,-2.623184416,-1.399546354,-4.977114874,13.36306644,17.49249558,-0.485774892,0.772163506,-2.624587908
50,3,7,22,17,Louisiana,Caddo Parish,254969,254969,255692,257005,257346,255198,252702,251460,723,1313,341,-2148,-2496,-1242,981,3870,3861,3800,3811,3725,595,2640,2633,2874,2702,2647,386,1230,1228,926,1109,1078,68,164,247,197,213,218,261,40,-1124,-3305,-3801,-2448,329,204,-877,-3108,-3588,-2230,8,-121,-10,34,-17,-90,6247,6244,6245,6246,6252,6253,6256,15.09663603,15.01309417,14.82799526,15.00689112,14.77699628,10.29848039,10.23814477,11.21464694,10.63988974,10.50059306,4.798155636,4.774949402,3.613348317,4.367001378,4.27640322,0.639754085,0.960433634,0.768714491,0.838747785,0.864801393,0.156037582,-4.370556293,-12.89645377,-14.96751329,-9.711164269,0.795791666,-3.410122659,-12.12773928,-14.12876551,-8.846362875
50,3,7,22,19,Louisiana,Calcasieu Parish,192768,192770,193106,193817,194499,195493,196839,198788,336,711,682,994,1346,1949,599,2611,2728,2742,2771,2766,498,1861,1817,1930,1925,1902,101,750,911,812,846,864,48,194,173,169,202,203,197,-119,-398,50,388,861,245,75,-225,219,590,1064,-10,-114,-4,-37,-90,21,3796,3796,3796,3798,3798,3798,3799,13.49622535,14.05041255,14.06182691,14.12579142,13.9828677,9.619485014,9.358357626,9.897638926,9.813117462,9.61511727,3.876740333,4.692054924,4.164187983,4.31267396,4.367750432,1.0027835,0.891026896,0.866684445,1.029740118,1.026219141,-0.615109466,-2.049876904,0.256415516,1.977916662,4.352584632,0.387674033,-1.158850009,1.123099961,3.007656781,5.378803772
50,3,7,22,21,Louisiana,Caldwell Parish,10132,10132,10138,10090,10010,9935,9922,9993,6,-48,-80,-75,-13,71,38,141,103,102,129,114,15,115,151,124,110,117,23,26,-48,-22,19,-3,0,6,5,5,5,5,-11,-79,-37,-53,-31,63,-11,-73,-32,-48,-26,68,-6,-1,0,-5,-6,6,584,584,584,584,584,584,584,13.94107178,10.24875622,10.22812735,12.99289923,11.44865679,11.37037769,15.02487562,12.43419403,11.0792164,11.74993723,2.570694087,-4.776119403,-2.206066683,1.913682832,-0.301280442,0.593237097,0.497512438,0.501378792,0.503600745,0.50213407,-7.810955112,-3.68159204,-5.314615192,-3.122324621,6.326889279,-7.217718015,-3.184079602,-4.8132364,-2.618723876,6.829023349
50,3,7,22,23,Louisiana,Cameron Parish,6839,6859,6903,6690,6629,6689,6705,6817,44,-213,-61,60,16,112,20,77,53,56,71,66,19,40,39,44,43,57,1,37,14,12,28,9,0,0,-1,-1,-1,-1,43,-277,-70,63,-13,99,43,-277,-71,62,-14,98,0,27,-4,-14,2,5,20,20,20,20,20,20,20,11.3293607,7.958555447,8.409671122,10.60176198,9.761869546,5.885382182,5.856295518,6.607598739,6.420785426,8.430705517,5.443978518,2.102259929,1.802072383,4.180976557,1.331164029,0,-0.150161424,-0.150172699,-0.149320591,-0.147907114,-40.75627161,-10.51129965,9.460880012,-1.941167687,14.64280432,-40.75627161,-10.66146107,9.310707313,-2.090488278,14.49489721
50,3,7,22,25,Louisiana,Catahoula Parish,10407,10407,10373,10321,10260,10292,10215,10147,-34,-52,-61,32,-77,-68,31,125,111,141,153,148,43,131,114,153,123,116,-12,-6,-3,-12,30,32,0,16,12,16,17,17,-21,-81,-66,23,-125,-95,-21,-65,-54,39,-108,-78,-1,19,-4,5,1,-22,866,866,865,865,865,865,866,12.08079637,10.78664788,13.72129233,14.92173404,14.53688243,12.66067459,11.0781789,14.88906189,11.99590384,11.39377271,-0.579878226,-0.291531024,-1.16776956,2.925830204,3.143109714,1.546341935,1.166124095,1.55702608,1.657970449,1.669777036,-7.828356045,-6.413682523,2.23822499,-12.19095918,-9.331106964,-6.28201411,-5.247558428,3.795251071,-10.53298874,-7.661329928
